Year,Month,Day,PRCP
2017,6,17,0.000000
2017,6,18,0.000000
2017,6,19,0.000000
2017,6,20,0.000000
2017,6,21,0.000000
2017,6,22,0.000000
2017,6,23,0.000000
2017,6,24,0.000000
2017,6,25,0.000000
2017,6,26,0.000000
2017,6,27,0.000000
2017,6,28,0.000000
2017,6,29,0.000000
2017,6,30,0.000000
2017,7,1,0.000000
2017,7,2,0.000000
2017,7,3,0.000000
2017,7,4,0.000000
2017,7,5,0.000000
2017,7,6,0.000000
2017,7,7,0.000000
2017,7,8,0.000000
2017,7,9,0.000000
2017,7,10,0.000000
2017,7,11,0.000000
2017,7,12,0.000000
2017,7,13,0.000000
2017,7,14,0.000000
2017,7,15,0.000000
2017,7,16,0.000000
2017,7,17,0.000000
2017,7,18,0.000000
2017,7,19,0.000000
2017,7,20,0.000000
2017,7,21,0.000000
2017,7,22,0.000000
2017,7,23,0.000000
2017,7,24,0.000000
2017,7,25,0.000000
2017,7,26,0.000000
2017,7,27,0.000000
2017,7,28,0.000000
2017,7,29,0.000000
2017,7,30,0.000000
2017,7,31,0.000000
2017,8,1,0.000000
2017,8,2,0.000000
2017,8,3,0.000000
2017,8,4,0.000000
2017,8,5,0.000000
2017,8,6,0.000000
2017,8,7,0.000000
2017,8,8,0.000000
2017,8,9,0.000000
2017,8,10,0.000000
2017,8,11,0.000000
2017,8,12,0.000000
2017,8,13,0.000000
2017,8,14,0.000000
2017,8,15,0.000000
2017,8,16,0.000000
2017,8,17,0.000000
2017,8,18,0.000000
2017,8,19,0.000000
2017,8,20,0.000000
2017,8,21,0.000000
2017,8,22,0.000000
2017,8,23,0.000000
2017,8,24,0.000000
2017,8,25,0.000000
2017,8,26,0.000000
2017,8,27,0.000000
2017,8,28,0.000000
2017,8,29,0.000000
2017,8,30,0.000000
2017,8,31,0.000000
2017,9,1,0.000000
2017,9,2,0.000000
2017,9,3,0.000000
2017,9,4,0.000000
2017,9,5,0.000000
2017,9,6,0.000000
2017,9,7,2.000000
2017,9,8,0.000000
2017,9,9,0.000000
2017,9,10,0.000000
2017,9,11,0.000000
2017,9,12,0.000000
2017,9,13,0.000000
2017,9,14,0.000000
2017,9,15,0.000000
2017,9,16,0.000000
2017,9,17,0.000000
2017,9,18,0.000000
2017,9,19,0.000000
2017,9,20,0.000000
2017,9,21,0.000000
2017,9,22,0.000000
2017,9,23,0.000000
2017,9,24,0.000000
2017,9,25,0.000000
2017,9,26,0.000000
2017,9,27,0.000000
2017,9,28,0.000000
2017,9,29,0.000000
2017,9,30,0.000000
2017,10,1,0.000000
